2.268,0.9072,0.972,NaN,NaN,NaN,NaN,NaN,NaN,1.1016,1.1016,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2.0736,NaN,2.4948,2.8188,2.1708,2.5272,2.1708,2.2032,2.106,2.3004,2.8188,2.2356,2.6568,2.1384,2.4948,2.268,2.4948,2.5272,1.1988,NaN,1.944,2.1384,1.9764,2.0412,2.2356,1.9764,2.106,2.1708,2.5272,1.8792,2.106,2.0412,1.9764,2.0736,2.6244,1.944,1.8468,1.9764,2.43,1.8144,2.3976,1.782,1.782,1.6524,2.0088,2.3976,1.782,1.8144,1.9116,1.7172
2.5596,1.9764,3.9204,3.6936,3.24,2.7864,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.3048,NaN,2.268,NaN,2.5272,NaN,NaN,NaN,2.268,NaN,1.8144,1.9116,1.2636,NaN,1.1988,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.6848,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.0736,1.4904,NaN,NaN,NaN,1.8792
1.1016,0.7452,NaN,NaN,NaN,0.7776,NaN,1.0692,NaN,NaN,0.81,NaN,NaN,NaN,NaN,NaN,NaN,1.62,2.1708,NaN,2.1384,0.9072,NaN,1.2636,1.458,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.4256,NaN,NaN,NaN,NaN,1.5228,NaN,NaN,NaN,NaN
1.3608,0.9072,0.8424,0.8424,1.134,NaN,1.2312,0.9396,1.2636,0.81,0.9072,1.3932,1.1988,1.0368,1.134,0.972,1.1016,1.0044,1.4904,1.1664,1.4256,1.134,1.1016,1.2312,1.1016,1.296,1.3284,1.9116,1.4256,1.4256,1.1988,1.3608,1.5552,1.4904,1.458,1.1988,1.62,1.458,1.5228,1.2636,1.6524,1.4904,1.2312,1.458,1.2636,1.4256,1.2636,1.2312,1.296,1.3284
0.8748,NaN,1.0044,NaN,0.7776,0.9396,0.9072,1.0044,2.3976,0.8748,1.0692,1.0044,0.7776,NaN,0.8424,0.9396,NaN,NaN,0.8748,NaN,NaN,NaN,0.972,0.8424,NaN,0.8748,0.7452,1.0368,0.972,NaN,1.134,0.7776,NaN,0.8748,NaN,0.8424,NaN,0.8748,0.9396,1.0368,NaN,0.9396,NaN,0.972,NaN,NaN,NaN,NaN,NaN,0.9072
1.782,1.62,2.43,2.3004,2.1708,1.1016,NaN,1.8792,1.7172,1.5876,1.2636,NaN,1.1664,NaN,NaN,1.296,1.2636,0.972,NaN,0.7452,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2.3976,2.1708,2.3652,2.2356,2.106,2.268,2.3004,1.8144,2.268,2.3976,2.0412,2.43,2.6892,2.5272,2.3004,2.6244,2.6244,2.6244,2.3004,2.43,2.6244,2.43,2.4624,2.3328,2.3328,2.4624,2.4948,2.6892,2.7216,2.592,2.592,2.4624,2.8512,2.5272,2.3004,2.6244,2.7216,2.6568,2.3976,2.4624,2.6568,2.7864,2.6568,2.754,2.5596,2.6244,2.4948,2.6244,2.6244,2.5272
1.1988,1.3284,1.3284,1.6848,1.134,1.134,1.3608,1.2636,1.8468,1.134,1.1664,1.1016,2.2032,1.2636,1.296,1.944,1.4256,1.9764,1.296,1.9116,1.296,1.296,0.9072,1.0368,1.0044,1.0044,0.8748,1.134,0.9396,0.8748,1.0368,0.9396,1.1664,1.8468,1.782,1.5552,2.106,2.916,2.1708,2.0412,1.8792,1.7172,1.134,0.8424,2.0088,1.6848,1.7496,1.3608,1.9764,1.2636
1.4904,1.5552,1.8144,1.8144,1.4256,1.62,1.62,1.6524,1.8468,1.2312,1.8468,1.1016,2.0412,1.6848,1.5876,2.0412,2.0412,0.81,1.4256,1.1016,0.8424,1.3608,NaN,1.458,1.8144,2.592,2.0412,1.9116,2.6568,2.268,1.8468,1.782,1.8792,1.296,1.7496,1.4256,NaN,NaN,1.7496,1.0692,1.7496,1.62,1.0692,1.458,1.1016,1.6848,1.0692,NaN,1.8792,1.9764
0.8748,NaN,NaN,NaN,NaN,1.0692,NaN,NaN,0.7776,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.972,0.9072,0.7776,0.7452,1.1664,NaN,NaN,NaN,0.81,NaN,0.8748,NaN,0.7452,0.8748,0.7776,0.9072,NaN,NaN,NaN,1.134,1.2312,1.1664,0.8748,1.1664,0.81,0.972,0.7452,0.9396,0.7776,1.1016,0.8748,NaN,NaN,0.7452
6.2532,NaN,6.5124,5.7996,6.48,NaN,6.3504,6.7716,6.9984,4.1796,4.212,4.1796,NaN,5.508,6.0912,6.8364,6.5772,6.7392,4.8276,6.8364,6.7716,NaN,NaN,NaN,6.2208,NaN,5.7672,6.4152,6.6096,6.1236,4.5036,NaN,6.2532,NaN,6.318,NaN,NaN,6.4152,6.0264,NaN,6.156,6.2208,NaN,NaN,6.1884,5.9292,NaN,5.6052,6.0912,6.2208
1.1664,1.134,1.458,1.3608,1.134,1.2312,1.1988,1.1988,1.0692,1.1988,1.0044,1.0044,1.3608,0.8424,1.3608,1.2312,1.134,0.8748,0.972,0.972,1.0692,NaN,0.9396,0.9072,1.1988,0.8748,1.1664,0.972,0.8748,0.9396,1.0692,0.972,1.1988,0.9072,1.1664,1.3284,NaN,1.134,1.1664,0.972,1.8144,1.5552,1.458,1.5552,1.1664,0.9072,1.0368,0.81,1.0692,1.0692
1.62,2.6892,2.916,2.7216,1.1016,1.296,NaN,NaN,2.6244,NaN,2.1708,1.944,NaN,NaN,0.8424,2.0736,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.7172,NaN,0.9072,2.1384,1.5228,NaN,0.81,NaN,NaN,NaN,0.8424,NaN,NaN,NaN,NaN,2.2032,2.1708,NaN,NaN,2.5596,NaN,1.8468,1.7496,2.4624,NaN
1.4256,1.4904,1.5552,1.3284,1.2312,1.3284,0.8424,1.0692,1.458,1.3932,1.296,1.4904,1.458,1.296,1.458,1.5876,1.5228,1.6848,1.4904,1.5228,1.5228,1.5552,1.3608,1.3284,1.3932,1.458,1.5228,1.3932,1.5228,1.5876,1.458,1.5876,1.6524,1.62,1.458,1.458,1.62,1.7172,1.782,1.296,NaN,NaN,1.1664,1.2636,1.134,1.3608,1.458,1.62,1.4904,1.4904
0.7452,NaN,0.972,1.0692,1.0692,1.134,0.8424,0.7452,1.3608,0.972,0.9396,1.0368,0.8424,1.1664,1.5228,1.1988,1.1664,0.972,0.81,0.972,1.3608,0.8748,1.1664,0.9396,0.972,1.134,0.972,1.1664,1.134,0.81,NaN,NaN,NaN,NaN,0.7776,NaN,NaN,NaN,0.9396,NaN,0.972,0.81,NaN,NaN,NaN,NaN,NaN,NaN,0.972,1.7172
0.972,2.3976,2.4948,1.2636,0.9072,1.1664,NaN,NaN,NaN,1.5228,NaN,NaN,NaN,NaN,NaN,1.7496,1.5876,1.296,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.7776,NaN,0.7776,1.0368,0.972,1.2636,1.2312,1.4256,0.9072,0.81,1.458,1.3284,1.1664,1.458,1.458,1.2312,1.296,1.458,1.3284,1.458,1.6848,1.5552,1.3608,1.4256,1.5228,1.62,1.5228,1.7496,1.3284,1.4256,1.3608,1.1988,1.3932,1.3284,1.2636,1.2636,1.4256,1.3284,1.3608,1.1664,1.2312,1.2636,1.2312,1.134,1.2312,1.0044,1.2312,1.3284,1.0368,1.1664
1.3608,1.2312,1.458,1.1664,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.9396,0.7776,0.81,NaN,0.81,0.81,NaN,0.972,0.8424,0.9396,0.8748,0.7776,0.8424,1.0044,0.8748,0.81,1.0692,0.9396,0.81,1.0044,0.81,NaN,0.7776,1.1016,0.81,0.7452,1.0368,1.0368,0.9396,1.134,1.0692,0.972,1.0044,0.9396,1.134,1.0692,1.0692,0.8748,1.1016,1.1664,1.1016,1.1664,0.9072,1.0368,1.134,1.1664,1.0044,1.0692,1.0044,1.0692
0.81,1.2636,0.7452,NaN,NaN,1.1016,NaN,0.7776,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.7452,NaN,0.9072,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2.268,2.1708,2.43,1.2636,1.8468,1.5876,1.8144,1.944,2.916,1.134,1.5552,2.0088,3.0132,1.9764,1.0044,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.8748,0.81,1.1988,1.1016,0.9072,1.5228,1.1664,1.3284,1.4256,1.458,1.6524,NaN,1.0044,NaN,NaN,NaN,1.3284,NaN,1.0692,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10.1088,9.2664,NaN,NaN,7.9704,8.91,NaN,NaN,10.53,NaN,NaN,5.346,10.1736,9.3636,8.9424,9.8172,9.8172,NaN,NaN,NaN,9.0396,NaN,NaN,NaN,NaN,4.86,NaN,7.2252,8.3916,NaN,NaN,5.184,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.0588,5.832,NaN,NaN
2.916,3.078,1.8792,1.0368,1.3284,NaN,NaN,1.134,2.8188,NaN,NaN,2.592,NaN,2.7864,2.754,3.1752,1.1664,NaN,NaN,2.754,NaN,3.2724,2.4624,1.62,NaN,2.592,2.5272,2.5272,2.9484,NaN,3.1428,NaN,3.24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.1472,NaN,NaN,NaN,3.3048,NaN,NaN
0.81,0.8748,1.134,0.9072,0.9396,1.134,0.9396,1.134,0.9072,0.81,0.9396,1.3284,1.2636,NaN,1.8144,1.1988,1.0692,1.782,0.9072,1.3932,1.4256,2.2032,1.134,1.3284,1.3608,1.296,1.3608,1.5552,1.9116,2.1708,2.2356,1.4256,1.2312,0.972,1.0692,1.1016,1.2636,1.6848,1.6524,1.6848,1.0692,0.972,0.7776,1.134,0.8748,NaN,1.1988,1.1988,1.1664,1.0368
1.4904,1.7172,1.8468,1.6848,NaN,2.2356,1.1016,1.134,2.106,0.7452,NaN,NaN,NaN,NaN,NaN,2.2356,2.0412,0.8748,NaN,NaN,NaN,NaN,NaN,1.944,0.8748,1.944,1.8468,2.1708,1.782,1.782,2.1708,2.268,1.8144,1.944,1.0368,2.0736,1.1988,1.1664,2.1384,2.3004,2.1708,2.3652,2.106,2.3652,2.3328,2.3652,2.0088,2.106,2.1708,2.3004
1.0692,0.8748,NaN,0.7776,NaN,1.2636,NaN,0.8424,0.9396,0.9396,1.62,0.8748,1.0044,1.2636,1.1016,NaN,1.3932,0.9072,NaN,0.81,1.5228,NaN,NaN,0.9072,1.0692,1.1988,0.9072,1.3932,0.9396,1.0692,0.8424,NaN,1.3284,1.3932,0.7452,1.458,0.9396,1.0692,1.134,0.8424,1.2312,1.1016,NaN,1.3608,1.2312,1.2636,1.3608,1.7496,1.8468,1.7172
1.2312,1.4904,1.7172,1.458,1.3284,1.62,1.458,1.4256,1.3284,1.4256,1.3932,1.2312,1.3284,1.0368,1.1016,1.2636,1.3284,1.296,1.2636,1.3608,1.3608,1.3284,1.0692,1.1988,1.1988,1.2312,1.2312,1.296,1.4256,1.3284,1.1988,1.944,1.8468,1.2312,2.1708,1.782,2.3004,2.0736,1.1988,1.8468,1.9764,1.9116,1.62,1.2636,1.1664,1.458,1.62,1.2636,1.1664,1.1016
3.0132,3.3048,3.3372,3.3372,3.3372,2.43,3.078,3.7908,4.2444,3.1752,3.9204,3.1428,3.8232,3.5964,4.05,3.3048,3.1752,3.1104,3.1752,2.8836,3.24,2.8188,2.592,1.8792,2.1708,2.2032,2.3652,2.4624,2.592,2.4624,2.6244,2.916,4.3092,3.7908,3.6936,3.078,3.5964,3.9204,2.9808,3.1104,3.24,3.5316,3.3372,3.078,2.9808,2.7216,2.7216,2.5272,2.6892,2.3328
2.8188,0.9396,NaN,1.458,NaN,NaN,NaN,NaN,0.972,NaN,NaN,1.7172,NaN,1.3284,3.6288,1.0044,1.458,NaN,NaN,1.134,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.458,NaN,NaN,NaN,NaN,NaN,1.2312,NaN,NaN,1.8792,1.4256,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.7776,1.134,NaN,0.8424,NaN,0.972,0.7452,0.8424,1.62,1.3608,0.81,1.5228,1.5552,1.6524,1.4256,1.62,1.3932,1.296,1.134,1.3932,1.0368,1.458,1.1664,1.4904,1.3284,1.5552,NaN,1.296,NaN,1.3608,1.5552,NaN,1.1988,1.3608,0.8424,1.4904,1.6848,1.62,1.4904,1.3284,1.8468,1.7496,1.1988,1.3284,1.4256,1.62,1.8144,NaN,NaN,1.5552
0.9072,NaN,NaN,1.1016,NaN,NaN,1.1016,1.134,NaN,1.0692,NaN,NaN,1.4256,1.3608,1.458,1.5552,1.0692,1.0368,1.0692,2.0736,0.81,NaN,0.7452,1.62,2.3004,0.81,NaN,0.81,NaN,NaN,1.782,1.6524,0.972,0.9072,NaN,2.106,1.8792,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.2312,1.9764,NaN,NaN,NaN
