7.29,7.7112,7.614,7.1604,7.2576,6.8688,7.2576,6.5772,6.8364,6.804,7.2576,7.1604,7.1604,6.804,6.48,6.2856,6.1884,6.318,6.6096,6.7392,6.5124,5.4108,6.9984,6.804,6.3504,6.5124,6.2532,6.642,6.5772,6.1236,6.6096,5.3136,6.156,6.3828,6.6096,6.5772,6.966,6.4476,5.9292,5.1192,4.8924,5.2164,5.3784,6.2208,5.8644,6.0588,5.346,6.2208,6.4476,5.5728
12.0528,NaN,12.6684,12.1176,12.312,11.988,12.4092,11.7936,11.2428,11.988,11.4696,NaN,11.5668,12.0528,12.1176,11.4696,11.0484,10.7568,10.5948,10.6272,11.7288,11.4048,9.882,11.4696,10.0764,11.1132,10.4652,10.692,12.1176,9.8496,11.0808,10.4328,10.7244,11.2104,10.1736,11.016,12.0852,10.3032,10.2384,10.53,10.1412,9.882,10.044,NaN,9.5256,NaN,9.4932,9.3312,NaN,NaN
9.6552,NaN,9.72,NaN,0.7776,1.62,NaN,NaN,NaN,NaN,12.6036,1.4904,9.7848,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8.1648,4.3092,8.6508,8.2944,7.6788,8.3268,8.1972,7.8732,8.7804,8.91,8.3268,7.8408,7.0956,8.0676,7.2252,7.6464,7.9056,7.938,6.6096,9.1692,7.0308,8.9748,7.2576,7.5492,6.5772,6.2532,8.0028,8.1648,6.804,7.5168,8.262,8.4888,8.1972,6.3828,7.7112,6.642,6.2532,6.0912,6.1236,7.7112,6.0588,7.614,6.8688,6.0264,5.5728,6.6744,7.1928,6.9336,6.9012,8.1
1.1988,0.8424,0.972,NaN,NaN,0.972,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.81,1.0044,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.81,NaN,1.1664,0.8748,0.81,0.972,NaN,NaN,NaN,NaN,NaN,1.2312,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.7452,0.7452,NaN
3.7908,10.206,8.8128,12.7332,10.7568,10.5624,12.2148,11.7936,12.2796,NaN,NaN,11.34,7.4196,7.9704,7.776,NaN,14.1588,14.2884,NaN,NaN,7.6464,7.4844,NaN,11.2752,NaN,NaN,NaN,7.1928,6.9984,NaN,6.3504,7.3872,NaN,12.4416,NaN,NaN,NaN,2.3004,0.9396,1.296,6.1236,NaN,3.4344,6.0912,7.3872,5.994,6.5772,3.7908,6.966,NaN
4.7628,0.972,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.6376,3.8232,NaN,NaN,NaN,NaN,6.4476,NaN,NaN,7.614,6.2856,NaN,NaN,6.7716,NaN,6.7392,6.966,8.3916,NaN,NaN,7.3548,NaN,NaN,7.0632,NaN,5.7672,5.1516,3.402,2.9484,3.888,2.43,NaN,3.5316,3.6936,NaN,NaN,NaN,NaN,2.3976,NaN,5.3136
2.592,2.5272,2.0412,2.2356,2.3328,2.0412,2.3652,1.7496,1.8144,2.106,1.7496,1.9764,1.8792,1.6848,2.0088,1.7172,1.6848,2.2356,2.0088,2.268,2.1384,2.6244,2.9808,2.8836,2.0412,2.7216,2.1384,2.3976,2.592,2.6568,1.944,1.9116,1.8792,1.8468,2.1708,2.6568,2.4624,2.268,2.754,2.3652,3.1428,2.916,2.9484,2.8188,2.8836,2.4624,2.916,3.4992,2.3976,2.2356
1.0692,0.81,NaN,NaN,NaN,NaN,NaN,1.3932,1.0368,NaN,NaN,NaN,NaN,NaN,0.7452,NaN,NaN,NaN,1.2312,NaN,NaN,NaN,1.6848,2.3652,0.7776,0.8748,NaN,3.888,NaN,4.7952,NaN,NaN,NaN,NaN,1.0044,4.1148,NaN,3.3048,2.916,0.7776,NaN,NaN,NaN,NaN,2.7864,2.4948,2.3328,NaN,NaN,1.1988
2.2356,2.3328,2.5596,2.3652,2.5596,2.4948,2.754,2.5272,2.6568,2.7864,2.754,2.3652,2.6568,2.8188,2.3976,2.3328,2.3328,2.4948,2.43,2.1708,2.1384,2.3976,2.0736,2.2356,1.9764,2.106,2.106,2.3004,2.1384,2.0412,2.268,1.6848,1.8792,2.1384,1.62,1.62,0.81,NaN,0.7452,0.7452,1.7496,1.3284,1.4256,1.3932,1.6848,1.7496,1.8144,1.62,1.5552,1.8144
